Term,Document Frequency,Postings Lists
والأهم,1,12
والإجابة,1,20
والإجراءات,1,15
والإدارة,1,16
والإدراك,1,20
والإعلان,1,15
والإعلانات,1,15
والإنساني,1,13
والابتكار,1,20
والاتصال,2,19 - 20
والاجتماعي,1,15
والاختيار,1,15
والاستجابة,1,19
والاستراتيجية,1,9
والاستهلاك,1,14
والباحثون,1,3
والبحث,2,8 - 15
والبرامج,1,11
والبرمجة,1,21
والبرمجيات,3,2 - 17 - 20
والبريطانية,1,2
والبعيد,1,21
والبقاء,1,3
والبلدان,1,7
والبيئة,3,2 - 15 - 17
والبيانات,4,5 - 10 - 16 - 20
والت,1,3
والتأثير,1,7
والتأكد,1,20
والتجارب,1,19
والتجارة,1,15
والتحديات,1,17
والتحسين,1,4
والتحقق,1,3
والتحكم,1,4
والتحليل,2,4 - 8
والتخصصات,1,12
والتخطيط,3,2 - 4 - 21
والتخلص,1,17
والتخمين,1,4
والتخيلات,1,18
والتدريب,1,19
والتدريس,1,19
والتر,1,3
والترابط,2,3 - 4
والتراجع,2,1 - 3
والترجمة,2,1 - 3
والتركيز,1,21
والتسجيلات,1,20
والتسعينيات,2,1 - 3
والتسميات,1,15
والتسويق,1,20
والتشخيص,2,2 - 6
والتصحيح,1,20
والتصرف,2,8 - 19
والتصميم,1,13
والتصميمات,1,4
والتصور,1,2
والتضامن,2,19 - 20
والتطبيقات,1,20
والتطور,2,18 - 19
والتطوير,1,21
والتعرف,7,1 - 3 - 4 - 6 - 17 - 19 - 20
والتعل,2,1 - 6
والتعلم,6,2 - 4 - 5 - 18 - 19 - 20
والتعليم,2,15 - 21
والتعليمات,1,18
والتفاعل,2,14 - 17
والتفكير,3,1 - 3 - 21
والتفوق,1,12
والتقدم,1,18
والتقنيات,1,8
والتقنية,1,2
والتكنولوجيا,1,15
والتكنولوجية,1,1
والتكهناتعدل,1,4
والتكيف,1,14
والتمويل,1,9
والتنبؤ,4,4 - 8 - 17 - 20
والتواصل,4,2 - 5 - 13 - 21
والتوثيق,1,13
والتوسع,1,19
والتوقعات,1,18
والتوقف,1,21
والتي,13,2 - 3 - 4 - 6 - 8 - 11 - 13 - 15 - 16 - 18 - 19 - 20 - 21
والتيارات,1,20
والثروة,1,7
والثقافة,1,15
والثقافية,1,15
والجدولة,1,3
والجزري,1,4
والجمع,1,19
والجوائز,1,4
والجوائزعدل,1,4
والحاجبان,1,20
والحاسوب,2,1 - 3
والحد,2,7 - 10
والحساب,1,4
والحسابات,1,3
والحصص,1,19
والحصول,1,19
والحكمة,2,3 - 17
والحيوان,2,1 - 3
والحيوانية,1,1
والخبر,1,4
والخبرات,2,15 - 19
والخبرة,1,19
والخدمات,4,9 - 16 - 17 - 21
والخطأ,1,17
والخطوات,1,16
والخمسينيات,1,3
والخوارزميات,1,4
والخواص,2,1 - 3
والدخول,1,20
والدراسة,1,21
والدردشة,1,20
والدروس,1,19
والدعم,2,19 - 21
والدقة,1,13
والدول,3,1 - 3 - 15
والذكاء,9,1 - 2 - 3 - 5 - 6 - 16 - 18 - 19 - 21
والرؤى,1,8
والرؤية,1,9
والرابط,1,10
والرابع,1,18
والرد,1,19
والرقابة,1,13
والرقبة,1,20
والروابط,1,20
والرواية,1,4
والروبوت,1,4
والروبوتات,2,4 - 17
والروبوتيات,1,4
والرياضيات,1,19
والزمن,3,1 - 3 - 4
والسباق,1,21
والسلامة,1,13
والسلطة,1,8
والسونار,2,1 - 3
والسيارات,2,8 - 18
والسياقات,1,18
والشبكات,1,14
والشبكة,1,4
والشركات,2,11 - 12
والشفافية,2,13 - 14
والصحة,1,15
والصناديق,1,12
والصواب,1,21
والصور,1,20
والضرائب,2,9 - 10
والضريبي,1,20
والضغط,2,2 - 4
والطب,1,20
والطبقة,1,14
والطقس,1,20
والطلب,1,20
والعالقات,2,1 - 3
والعديد,1,2
والعرقية,1,11
والعزلة,2,19 - 20
والعسكرية,1,21
والعشرين,3,2 - 15 - 17
والعقالني89,1,3
والعلم,1,15
والعلوم,2,16 - 19
والعمل,4,16 - 18 - 20 - 21
والعملية,2,1 - 3
والعميق,1,12
والعميل,2,2 - 17
والغايات94,1,4
والفرعية,1,4
والفعالية,1,13
والفلاسفة,1,15
والفلسفة,1,15
والفم,1,20
والفنون,1,21
والفهم,1,4
والفيديوهات,1,20
والقاء,1,19
والقانون,1,4
والقانونية,1,21
والقبعات,1,21
والقدرة,1,2
والقضايا,1,15
والقطاعات,1,12
والقواعد,2,19 - 21
والقوي,1,20
والقيادة,1,21
والقيام,2,4 - 19
والقيم,1,4
والكائنات,1,4
والكافية,1,2
والكتب,1,21
والكثير,1,20
والل,1,1
واللغات,2,4 - 19
واللغة,1,1
والمؤسسات,2,11 - 21
والمادية,1,21
والمالحة,2,1 - 3
والمبرمجين,1,15
والمبيعات,1,9
والمتفرغ,1,19
والمجاالت,1,5
والمجتمع,1,15
والمجتمعية,1,21
والمجموعات,2,1 - 3
والمحاضرين,1,19
والمحتوى,2,6 - 18
والمحيط,1,4
والمخاوف,1,4
والمخترع,1,4
والمخرجات,4,1 - 2 - 3 - 14
والمدارس,1,1
والمدرسية,2,19 - 20
والمدمر,1,4
والمرونة,1,19
والمزيد,1,8
والمساعدات,1,20
والمساهمة,1,15
والمساواة,1,10
والمستشفيات,1,21
والمستمر,1,13
والمستويات,1,3
والمصنفات,1,4
والمعارض,1,1
والمعايير,1,10
والمعرفة,3,2 - 5 - 15
والمعلمين,1,19
والمعلومات,2,15 - 21
والمعيشة,1,19
والمفاضلة,1,21
والمقدرة,2,1 - 3
والمكان,2,19 - 20
والملفات,1,20
والمملة,1,6
والمنافسة,2,1 - 3
والمناهج,1,19
والمنطقية,1,4
والمنظمات,1,15
والمنقذ,1,4
والمهارات,5,1 - 2 - 3 - 17 - 19
والمهام,1,21
والمواقف,3,1 - 3 - 8
والموسيقى,1,20
والموضوعات,1,19
والمولدات,1,4
والميكروفونات,2,1 - 3
والنتائج,4,1 - 3 - 13 - 14
والنتيجة,1,4
والنجاح,1,10
والنزاهة,1,10
والنظم,1,20
والنفسي,2,1 - 3
والهلع,1,16
والهندسة,2,14 - 16
والوصول,2,15 - 19
والوظائف,1,16
والوقت,1,20
واليوم,3,2 - 8 - 19
واليونان,1,4
وامتدادا,1,4
وان,1,2
وانتصارا,1,3
واندهش,1,12
وانسجاما,1,12
وانقسمت,1,2
وبأعمالهما,1,3
وبأن,1,2
وباستخدام,2,18 - 19
وباستقلال,1,13
وبالت,1,3
وبالتالي,5,1 - 10 - 19 - 20 - 21
وبالتركيز,1,14
وبالحسابات,1,21
وبالشكل,1,19
وبالمثل,1,6
وبالنسبة,4,7 - 16 - 20 - 21
وبتكلفة,1,20
وبحسب,1,16
وبحلول,3,3 - 4 - 17
وبحوث,1,3
وبدأ,1,3
وبدأت,2,2 - 18
وبرامج,1,11
وبرامجها,1,15
وبرمجة,1,4
وبسبب,2,3 - 20
وبسرعات,1,20
وبسرعة,2,6 - 20
وبسيط,1,3
وبشكل,2,19 - 20
وبطبيعة,1,21
وبطل,1,4
وبعبارة,1,19
وبعد,2,2 - 4
وبعدها,1,15
وبعضها,2,3 - 12
وبغض,1,3
وبفضل,2,6 - 17
وبقدرات,1,20
وبما,1,18
وبناء,2,16 - 21
وبنيتها,1,12
وبهدف,1,12
وبواسطة,1,15
وبواقع,1,11
وبوتيرة,1,9
وبي,1,16
وبيان,1,1
وبيانات,1,18
وبيتر,1,3
وبيع,1,20
وبينما,2,17 - 20
وتأتي,1,21
وتأثيرات,1,13
وتأثيرها,1,12
وتؤث,1,1
وتاريخهم,1,19
وتالميذهم,1,2
وتايلور,1,12
وتبقى,1,20
وتبلغ,1,12
وتبين,1,7
وتتركز,2,9 - 19
وتتصرف,1,17
وتتضمن,1,19
وتتعدد,1,14
وتتعزز,1,19
وتتفوق,1,10
وتتكون,1,3
وتتكيف,1,8
وتتمثل,1,10
وتتوافر,1,13
وتجاوزها,1,20
وتجب,1,20
وتجد,2,1 - 3
وتحافظ,1,9
وتحاكي,1,12
وتحديد,2,5 - 6
وتحسين,4,6 - 10 - 11 - 13
وتحقيقها,2,1 - 9
وتحقيقها53,1,3
وتحكم,1,14
وتحللها,1,19
وتحليالت,1,6
وتحليل,5,4 - 6 - 7 - 8 - 20
وتحويلها,1,20
وتخصيصها,1,20
وتخطيط,2,1 - 3
وتخطيطا,1,15
وتخفيف,1,17
وتداعياته,1,15
وتداول,1,4
وتدريب,1,19
وتذكر,1,13
وتراكمت,1,21
وترجح,1,7
وترجمة,1,17
وترجمتها,1,6
وترفع,1,7
وتركيز,1,19
وتزايد,1,6
وتزويدهم,1,11
وتسارع,1,20
وتساعد,1,16
وتساهم,1,19
وتستخدم,3,11 - 17 - 19
وتستطيع,2,19 - 20
وتستفيد,1,16
وتسريع,1,6
وتسعى,1,12
وتسهم,1,13
وتشخيص,1,17
وتشعبت,1,18
وتشعر,1,17
وتشكل,1,10
وتشمل,2,4 - 10
وتشير,2,7 - 11
وتصبح,1,4
وتصحيح,1,19
وتصميم,5,2 - 4 - 13 - 17 - 20
وتصنيف,1,19
وتصور,2,4 - 13
وتصوراته,1,14
وتضاف,1,14
وتضمن,1,11
وتضيف,2,8 - 13
وتضييق,1,17
وتطبيق,2,2 - 20
وتطبيقا,1,19
وتطبيقات,3,4 - 5 - 15
وتطبيقاته,2,8 - 18
وتطور,2,2 - 20
وتطورا,1,13
وتطورت,1,20
وتطورها,1,10
وتطوير,4,9 - 10 - 19 - 21
وتطويرها,3,11 - 18 - 21
وتظهر,1,4
وتعتمد,1,13
وتعد,2,13 - 14
وتعرف,2,12 - 17
وتعريف,1,19
وتعزيز,2,19 - 20
وتعقيدا,1,21
وتعقيداته,1,14
وتعكس,1,11
وتعلم,2,19 - 20
وتعمق,1,7
وتغطية,1,19
وتغيير,1,2
وتف,1,1
وتفريغ,1,20
وتفسيره,1,13
وتفضيلته,1,5
وتفوق,1,10
وتقترب,1,11
وتقترن,1,16
وتقدم,1,20
وتقدمه,1,20
وتقدمها,1,21
وتقديم,5,6 - 17 - 19 - 20 - 21
وتقديمها,1,19
وتقليل,1,19
وتقنيات,2,8 - 20
وتقييم,2,9 - 19
وتقييما,1,15
وتقييمه,1,13
وتقييمهم,1,19
وتكاليف,1,20
وتكريس,1,19
وتكنولوجيا,1,7
وتكون,2,1 - 3
وتلبية,1,19
وتم,1,17
وتمتلك,2,10 - 19
وتمثل,1,10
وتمكن,1,18
وتمهيد,1,4
وتميي,1,4
وتمييز,1,4
وتناقش,1,21
وتنص,1,13
وتنظيفها,1,17
وتنمية,1,19
وتنميتها,1,15
وتوجد,1,13
وتوحيد,1,10
وتوسيع,2,19 - 20
وتوظيفها,1,21
وتوفير,1,19
وتولي,1,11
وتويتر,1,16
وتيرة,2,10 - 21
وثابتة,1,14
وثمة,2,4 - 13
وثيقة,2,1 - 3
وجاء,1,16
وجاالتيا,1,4
وجامعة,1,2
وجبة,1,4
وجده,1,14
وجديدة,1,4
وجعلها,1,4
وجمع,1,17
وجمعيات,1,15
وجميع,2,4 - 13
وجميعها,1,21
وجني,1,20
وجه,5,11 - 14 - 15 - 16 - 20
وجها,2,19 - 20
وجهة,1,3
وجود,10,6 - 8 - 9 - 10 - 11 - 16 - 17 - 18 - 20 - 21
وجودا,1,18
وجودية,2,1 - 3
وجون,2,3 - 6
وحاالتهم,2,1 - 3
وحاجة,1,4
وحافظت,1,9
وحالته,1,19
وحاوال,1,3
وحتى,5,13 - 15 - 16 - 18 - 20
وحدات,3,4 - 14 - 20
وحدها,1,17
وحدود,1,2
وحدوده,1,1
وحرية,1,15
وحساب,1,4
وحساسة,2,1 - 3
وحسب,2,19 - 20
وحقوق,1,15
وحكايات,1,2
وحل,5,3 - 4 - 5 - 16 - 19
وحماية,2,19 - 21
وحوالي,1,7
وحول,1,2
وحيث,1,21
وخاصة,4,2 - 4 - 11 - 15
وخالفا,1,3
وخالفات,1,2
وخدمات,1,20
وخصوصا,1,19
وخطة,1,15
وخفض,1,10
وخلاصة,1,10
وخلص,1,14
وخلق,1,2
وخوارزميات,2,14 - 19
وخواصهم,1,4
وخيالية,1,2
وداخل,1,13
ودخال,1,7
ودراسة,1,3
ودرسنا,1,10
ودعوات,1,12
ودقة,1,20
ودورات,1,11
وذكرنا,1,11
وذكي,1,16
وذلك,6,1 - 3 - 4 - 10 - 18 - 21
وذوي,1,4
ورأى,1,3
وراء,2,2 - 13
ورائد,1,17
وراسخة,1,13
وردا,1,2
وردود,1,19
ورسم,2,1 - 3
ورشة,1,18
ورعايتها,1,17
ورغم,1,10
ورفيقا,1,4
ورقته,1,6
وركزوا,1,3
ورواية,1,16
وروبرت,1,4
وروسيا,1,21
وزادت,1,14
وزارة,2,2 - 21
وزمان,1,19
وزيادة,5,2 - 8 - 14 - 17 - 20
وسائل,3,1 - 3 - 18
وسابقه,1,18
وسبب,1,21
وسببا,1,16
وسبعينات,1,18
وستؤدي,1,15
وستانفورد,2,2 - 3
وستانفورد75,1,3
وستستفيد,1,19
وسجالت,1,6
وسرعة,1,17
وسرقة,1,20
وسرية,1,15
وسريعة,1,19
وسعة,1,17
وسعه,1,7
وسلاما,1,15
وسلسلة,1,4
وسوف,1,12
وسيبقى,1,21
وسيري,1,16
وسيشهد,1,18
وسيط,2,19 - 20
وسيغير,1,4
وسيكون,1,12
وسيلة,1,5
وسيمثلان,1,18
وسيمور,1,3
وسيمون,2,2 - 3
وشبكات,3,4 - 6 - 8
وشبكة,1,4
وشبه,2,1 - 3
وشجرة,1,4
وشحذ,1,1
وشركات,2,11 - 20
وشروط,1,4
وشك,1,18
وشكل,2,14 - 20
وشملت,1,12
وشهدنا,2,10 - 20
وصاحب,1,21
وصف,3,2 - 3 - 20
وصفا,1,3
وصفته,1,4
وصفه,1,8
وصفها,2,2 - 4
وصقل,2,9 - 10
وصل,3,14 - 19 - 21
وصلت,2,9 - 13
وصور,1,20
وصوله,1,12
وضبط,1,20
وضع,7,1 - 3 - 4 - 13 - 14 - 15 - 21
وضعا,1,3
وضعت,3,2 - 3 - 4
وضعتهاtosy,1,3
وضعفه,1,19
وضعها,1,3
وضمان,1,21
وطباعة,1,19
وطبقة,1,13
وطرحت,1,12
وطرق,2,4 - 14
وطريقة,1,13
وطلابه,1,17
وطلب,1,21
وطورت,1,20
وظائف,3,17 - 19 - 21
وظائفهم,1,21
وظفت,1,11
وظهورها,1,8
وظيفة,4,5 - 11 - 13 - 16
وظيفته,2,14 - 19
وظيفتها,1,12
وظيفية,1,10
وع,1,2
وعالقاتهم,1,4
وعالم,1,4
وعالمي,1,15
وعالوة,1,8
وعد,1,15
وعرض,1,16
وعرضه,1,6
وعلم,4,3 - 11 - 14 - 21
وعلماء,1,1
وعلوم,2,3 - 5
وعلى,10,1 - 7 - 8 - 9 - 10 - 11 - 12 - 17 - 19 - 21
وعمل,1,2
وعندما,1,14
وعنوان,1,20
وعنوانها,1,20
وغالبا,2,12 - 21
وغوغل,1,20
وغير,2,10 - 11
وغيره,1,4
وغيرها,8,1 - 2 - 3 - 17 - 18 - 19 - 20 - 21
وفضال,1,7
وفعالية,1,19
وفق,1,19
وفقا,6,1 - 2 - 4 - 13 - 17 - 20
وفلسفي,1,6
وفلسفية,1,2
وفهم,5,1 - 3 - 13 - 17 - 18
وفهمنا,1,14
وفهمها,1,21
وفوق,1,2
وفي,14,1 - 3 - 4 - 6 - 7 - 8 - 9 - 13 - 14 - 16 - 17 - 18 - 20 - 21
وفيديوهات,1,20
وفيما,1,18
وقائع,1,15
وقاعات,1,19
وقال,4,3 - 11 - 12 - 14
وقالوا,1,3
وقاموا,1,11
وقبل,1,2
وقت,5,13 - 15 - 16 - 19 - 20
وقتها,1,21
وقتهم,1,19
وقد,7,1 - 7 - 16 - 17 - 19 - 20 - 21
وقدراته,1,19
وقدرة,1,20
وقدرتها,1,12
وقـت,1,19
وقف,1,16
وقوانينها,1,20
وقوة,1,4
وكاالت,1,6
وكالة,1,6
وكاملة,1,4
وكان,3,3 - 4 - 12
وكانت,3,3 - 7 - 8
وكبح,1,7
وكتاب,1,4
وكتابة,2,16 - 20
وكتابي,1,13
وكتبت,1,14
وكذلك,6,1 - 3 - 4 - 15 - 19 - 21
وكشفت,1,20
وكل,1,19
وكلما,2,13 - 14
وكما,4,1 - 3 - 14 - 20
وكمارو,1,2
وكمطبق,1,4
وكوهونن,1,14
وكيف,2,14 - 21
وكيفية,3,2 - 12 - 13
ولاتزال,1,14
ولاحظنا,2,10 - 11
ولادة,1,18
ولاية,1,15
ولتأخذ,1,21
ولتتمكن,1,21
ولتحريك,1,20
ولتحسين,1,17
ولذلك,4,1 - 3 - 4 - 19
ولعب,3,1 - 3 - 4
ولعل,1,21
ولعلكم,1,20
ولقد,1,2
ولكل,1,4
ولكنه,5,4 - 8 - 17 - 19 - 20
ولكنها,3,2 - 8 - 17
ولكنهم,1,2
وللذكاء,1,17
وللعثور,1,4
ولم,2,10 - 12
ولما,1,19
ولمعالجة,2,19 - 20
وله,1,18
وليدة,1,4
وليس,1,8
وليست,2,1 - 3
ومؤثرة,1,21
ومايكروسوفت,1,20
ومايكل,1,2
ومبادئها,1,18
ومتجاوبة,1,8
ومتجددة,1,21
ومتزايدة,1,19
ومتسقة,1,9
ومتوفرة,1,19
ومثال,1,19
ومثيرة,1,15
ومجالاته,1,18
ومجموعة,2,4 - 20
ومحاكاة,2,1 - 3
ومحركات,1,4
ومخاطر,1,20
ومختلف,1,4
ومراجعته,1,13
ومراقبتها,1,10
ومراكز,1,15
ومرشح,1,4
ومزيد,1,19
ومساعدة,1,4
ومستقبل,1,19
ومستقبلها,1,21
ومستقل,1,18
ومشاركة,1,15
ومشاركتها,1,20
ومشاعرها,1,18
ومشاهدة,1,12
ومشكلة,3,1 - 3 - 4
ومصدر,1,4
ومصيرها,1,4
ومع,6,4 - 5 - 8 - 17 - 19 - 21
ومعالجات,1,20
ومعالجة,2,3 - 4
ومعالجتها,2,6 - 21
ومعاملاتنا,1,14
ومعايير,1,2
ومعرفة,3,1 - 3 - 18
ومعلومات,1,13
ومعهد,1,3
ومفيدة,1,20
ومقره,1,16
وممثلي,1,15
ومناهج,1,4
ومنذ,2,8 - 17
ومنطق,1,4
ومنطقية,1,3
ومهارات,2,1 - 3
ومهام,1,2
ومهذب,1,17
ومواطنين,1,19
وموجهة,2,8 - 15
وموسيقى,1,20
وميتا,1,20
ونادي,1,3
ونبرة,1,17
ونتائج,2,17 - 20
ونتعلم,1,15
ونتيجة,3,4 - 7 - 18
ونجاحاته,1,1
ونحصل,1,15
ونحن,3,3 - 18 - 21
وندرب,1,15
ونراه,1,14
ونرغب,1,14
ونستمر,1,4
ونشر,3,3 - 10 - 13
ونشطا,1,15
ونشير,1,21
ونصوص,2,6 - 20
ونظرا,3,13 - 17 - 20
ونظرية,2,2 - 4
ونظم,1,4
ونقاط,2,4 - 19
ونقل,3,14 - 19 - 20
وهؤالء,1,2
وهذا,5,1 - 2 - 3 - 15 - 16
وهذه,2,5 - 13
وهربرت,1,2
وهكذا,1,20
وهل,3,1 - 2 - 3
وهما,1,12
وهناك,2,4 - 14
وهنالك,1,21
وهندسة,4,1 - 2 - 3 - 10
وهوتر,1,4
وهي,9,2 - 3 - 4 - 6 - 11 - 12 - 14 - 16 - 20
وواصلت,1,9
وواضعي,1,15
ووترز,1,14
ووحش,1,3
ووردلي,1,13
ووصفات,1,4
ووصولا,2,11 - 18
ووضع,1,3
ووعي,1,2
ووفقا,1,19
ووكالاتها,1,15
وي,1,1
ويبدو,1,12
ويتجاوز,2,1 - 3
ويتجسد,1,19
ويتحدث,2,2 - 14
ويتخذ,3,2 - 3 - 17
ويتخذون,1,18
ويتخطى,1,5
ويتخيل,1,1
ويتسم,1,13
ويتصرف,1,16
ويتفاعل,1,5
ويتم,2,17 - 20
ويتميز,1,13
ويتناول,1,1
ويتوصل,1,7
ويتوقع,1,11
ويتيح,1,19
ويثبت,1,2
ويجب,3,1 - 3 - 15
ويحاول,2,1 - 3
ويحدث,1,4
ويحسون,1,18
ويحظى,1,15
ويدير,1,13
ويرافق,1,17
ويركز,1,11
ويزيد,2,10 - 17
ويساعد,1,19
ويساعدك,1,18
ويساهم,1,17
ويستجيب,2,14 - 16
ويستخدمها,2,16 - 20
ويستطيع,2,20 - 21
ويسلط,1,16
ويسمح,1,19
ويسمى,1,17
ويشبه,1,18
ويشعرون,1,5
ويشكل,1,20
ويشير,2,10 - 12
ويصعب,1,7
ويصنف,1,8
ويضيف,1,14
ويطلق,1,20
ويطير,2,1 - 3
ويع,1,2
ويعاقب,2,1 - 3
ويعبر,1,18
ويعتقد,3,13 - 14 - 21
ويعتمد,1,4
ويعد,3,13 - 17 - 18
ويعرب,1,13
ويعرف,1,8
ويعرفون,1,8
ويعمل,1,13
ويفترض,1,19
ويفضي,1,7
ويقترب,1,4
ويقول,1,14
ويقوم,1,16
ويكشف,1,12
ويكمل,1,7
ويلفريد,1,12
ويلهمهم,1,21
ويمثل,1,13
ويمكن,7,4 - 7 - 8 - 14 - 17 - 19 - 20
ويمكننا,1,21
ويمكنه,3,1 - 3 - 4
ويمكنها,1,8
وينبغي,1,20
ويندوز,1,20
وينطوي,1,13
ويهدد,1,11
ويوتيوب,1,16
ويوجد,1,20
ويوفر,2,1 - 3
يأخذ,3,14 - 19 - 20
يأخذك,1,5
يأمل,2,1 - 3
يؤثر,3,7 - 17 - 21
يؤدي,12,1 - 3 - 4 - 6 - 7 - 8 - 13 - 15 - 16 - 19 - 20 - 21
يؤديها,2,7 - 16
يان,1,4
يبحثون,1,7
يبدأ,1,4
يبدو,4,8 - 13 - 14 - 16
يبدوا,1,19
يبرز,1,14
يبلغ,2,4 - 11
ية,1,4
يتأكد,2,1 - 3
يتابعان,1,12
يتجاوز,2,4 - 19
يتجاوزنا,1,8
يتجزأ,2,1 - 3
يتجنب,2,1 - 3
يتحدثها,2,1 - 3
يتحكم,1,17
يتخذ,1,4
يتخصص,2,3 - 17
يتخطى,1,9
يتخلف,2,7 - 19
يتراجع,1,13
يترجم,2,1 - 3
يتزايد,1,15
يتسع,2,4 - 13
يتسلق,1,4
يتسنى,1,6
يتصرفون,1,18
يتطلب,4,1 - 3 - 8 - 15
يتطور,2,6 - 17
يتعرف,1,17
يتعلق,6,13 - 14 - 15 - 18 - 20 - 21
يتعلم,1,16
يتعلمون,1,19
يتقاسمه,1,17
يتقدم,1,8
يتكون,2,3 - 17
يتلازم,1,21
يتلقى,1,16
يتم,9,2 - 5 - 8 - 15 - 16 - 18 - 19 - 20 - 21
يتماشى,1,9
يتمثل,1,16
يتمحور,1,21
يتمكن,2,17 - 18
يتناول,2,1 - 3
يتواجدان,1,18
يتوفر,1,19
يتوقع,3,1 - 3 - 7
يتولون,1,11
يتيح,3,10 - 16 - 17
يتيحها,1,7
يثير,4,2 - 15 - 16 - 18
يجب,10,1 - 3 - 4 - 5 - 7 - 15 - 16 - 17 - 19 - 20
يجد,1,7
يجدونها,1,6
يجري,6,1 - 3 - 4 - 12 - 14 - 15
يجسدها,2,1 - 3
يجعله,1,13
يجعلها,1,17
يجلبه,1,15
يجمع,3,1 - 3 - 5
يحاكي,1,5
يحتاج,3,3 - 13 - 17
يحتاجونها,1,15
يحدث,2,14 - 18
يحدد,1,4
يحذر,1,13
يحرك,1,3
يحققون,1,7
يحل,8,1 - 2 - 3 - 15 - 16 - 17 - 19 - 20
يحمل,1,4
يحيي,1,2
يختزل,2,3 - 4
يختلف,1,5
يخزن,1,19
يخشى,1,21
يخص,1,17
يخفض,1,7
يخلق,1,14
يدخل,1,1
يدرك,2,1 - 3
يدركون,1,18
يدعم,2,1 - 3
يدعى,1,12
يدفعنا,1,13
يدور,2,2 - 18
يدويا,2,3 - 5
يدوية,1,12
يذهبون,1,8
يراقب,1,13
يربطه,1,1
يرجع,1,2
يرد,1,2
يرسم,2,1 - 3
يرصد,1,7
يركز,2,5 - 20
يريد,1,20
يريده,1,20
يزال,6,2 - 8 - 11 - 14 - 18 - 21
يزداد,1,14
يزعم,1,4
يزيد,2,7 - 17
يس,2,1 - 5
يساعد,5,5 - 6 - 7 - 17 - 20
يساهم,2,10 - 19
يسبق,1,20
يستبعد,1,4
يستخدم,9,1 - 2 - 3 - 4 - 5 - 12 - 16 - 17 - 19
يستخدمون,1,1
يستطع,1,12
يستطيع,2,19 - 20
يستطيعون,1,21
يستغرق,1,12
يستكشفها,1,4
يستمر,1,17
يستوعب,4,2 - 3 - 5 - 17
يستوعبون,1,8
يسعنا,2,2 - 18
يسمح,2,4 - 16
يسمع,1,15
يسمى,3,1 - 3 - 16
يشار,2,4 - 14
يشبه,2,6 - 19
يشعر,2,4 - 21
يشعرون,1,18
يشكل,6,2 - 4 - 12 - 18 - 20 - 21
يشمل,3,1 - 3 - 5
يشهد,1,19
يشهده,1,21
يشير,3,3 - 17 - 19
يشيرون,1,13
يصاحب,1,20
يصبح,7,1 - 3 - 4 - 8 - 14 - 15 - 19
يصعب,1,11
يصف,2,4 - 20
يصل,3,4 - 14 - 17
يصلح,1,3
يصممونها,1,3
يصنعها,1,14
يضاف,2,19 - 20
يضاهي,1,2
يضع,1,19
يضعها,1,11
يضمن,1,15
يضيف,2,1 - 3
يطبق,1,4
يطلعنا,1,13
يطلق,2,10 - 12
يطور,1,19
يظهر,1,17
يعادل,2,10 - 16
يعانون,1,7
يعاني,2,6 - 19
يعبر,1,15
يعتبر,2,3 - 4
يعتقد,4,1 - 2 - 3 - 4
يعتقدون,1,4
يعتمد,3,7 - 19 - 20
يعتمدون,1,19
يعد,7,1 - 3 - 4 - 5 - 8 - 17 - 19
يعدل,1,4
يعرف,8,1 - 3 - 4 - 8 - 16 - 17 - 18 - 20
يعرفه,2,1 - 3
يعزز,2,7 - 10
يعطي,2,3 - 19
يعكس,1,12
يعلم,2,1 - 3
يعمقها,1,15
يعمل,8,1 - 2 - 3 - 4 - 13 - 14 - 18 - 20
يعملان,1,16
يعملون,1,11
يعني,5,13 - 14 - 18 - 20 - 21
يعنيه,2,12 - 18
يعود,3,7 - 18 - 20
يعيش,2,8 - 21
يغني,2,1 - 3
يغير,3,1 - 3 - 15
يفتح,1,15
يفترض,5,1 - 3 - 19 - 20 - 21
يفتقر,1,8
يفضلون,1,17
يفعل,2,17 - 19
يفعله,2,2 - 13
يفقد,1,21
يفكر,2,16 - 18
يفهم,3,1 - 3 - 12
يفهمه,1,21
يفهمها,1,21
يقترب,1,17
يقتصر,1,19
يقتضيها,2,1 - 3
يقدم,4,3 - 5 - 16 - 18
يقضي,1,19
يقع,1,15
يقف,1,15
يقفان,1,12
يقل,1,9
يقلقها,1,16
يقودنا,1,21
يقودها,1,17
يقول,5,4 - 12 - 14 - 16 - 18
يقوم,6,1 - 2 - 3 - 4 - 8 - 19
يقومون,2,19 - 20
يقيم,1,4
يكافئ,2,1 - 3
يكتسب,2,19 - 20
يكف,1,21
يكفي,3,1 - 3 - 20
يكمل,1,7
يكمن,1,2
يكن,2,12 - 20
يكون,15,1 - 2 - 3 - 4 - 5 - 7 - 8 - 13 - 14 - 15 - 16 - 18 - 19 - 20 - 21
يكيف,1,19
يلزم,3,1 - 3 - 15
يلعب,2,17 - 19
يلعبه,1,16
يلغها,1,4
يلغي,2,19 - 20
يلي,2,4 - 18
يم,1,5
يماثل,1,2
يمارسها,1,21
يمتلك,2,7 - 16
يمتلكها,2,2 - 18
يمثل,7,2 - 4 - 10 - 11 - 14 - 15 - 21
يمثلان,1,21
يمثلها,2,1 - 3
يمثلون,1,12
يمر,1,15
يمزج,1,4
يمكن,16,1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 13 - 14 - 15 - 16 - 17 - 19 - 20 - 21
يمكنك,2,6 - 13
